35	7	22
11	21	10
7	21	22
7	22	35
1	2	22
22	21	29
22	21	2
9	23	30
14	17	13
30	23	37
29	35	34
15	14	9
8	15	22
22	21	7
15	14	37
2	7	7
7	22	21
21	10	22
30	14	15
29	34	35
1	2	21
17	15	8
14	16	15
23	24	38
20	14	19
22	21	29
14	20	15
22	29	11
17	9	30
23	24	30
7	6	5
7	29	10
29	28	21
19	20	1
19	20	1
17	18	15
7	34	36
